81,1361
80,1334
79,1315
78,1231
77,1212
69,1024
68,1005
69,1123
68,1091
67,1070
66,1063
65,1027
64,997
57,903
56,884
55,853
54,829
53,803
52,777
47,670
46,653
47,681
49,725
49,743
57,888
58,892
58,906
59,930
71,1161
70,1146
69,1134
68,1133
67,1109
66,1090
65,1065
64,1074
63,1014
62,982
61,951
60,930
59,910
58,897
57,877
56,868
55,824
54,798
53,776
48,655
49,705
50,698
51,716
52,795
51,781
50,762
49,736
48,718
46,678
45,651
43,612
40,530
40,567
43,624
43,632
44,603
44,639
46,619
51,742
52,756
54,798
53,787
52,765
51,739
50,715
49,693
48,661
42,556
44,597
45,612
46,624
46,646
45,632
55,824
54,803
53,777
47,651
47,649
55,815
54,795
53,772
52,759
51,752
49,719
48,696
47,688
46,670
45,659
44,642
39,554
39,543
42,575
41,565
42,558
44,623
45,625
47,659
47,635
47,665
56,848
55,835
54,817
53,791
45,653
48,678
47,690
57,897
56,882
55,837
54,822
53,788
52,769
51,743
50,714
49,694
48,666
43,573
43,574
45,587
46,655
45,616
40,546
47,686
46,669
45,655
44,632
38,494
39,511
41,563
47,660
46,647
45,608
39,503
41,534
47,671
48,714
47,692
46,672
39,525
41,554
48,672
58,871
58,860
58,894
60,920
61,954
60,876
72,1147
71,1128
70,1088
69,1069
68,1034
59,864
61,892
61,901
61,935
83,1275
84,1312
83,1285
82,1282
81,1266
80,1240
79,1253
78,1242
77,1244
76,1212
75,1193
74,1188
73,1162
72,1137
71,1108
70,1080
69,1077
68,1065
67,1051
66,1039
65,999
59,878
60,931
59,911
58,896
57,873
55,840
54,803
48,698
50,735
51,757
50,745
48,707
44,565
45,612
51,764
53,789
61,856
61,960
62,950
63,953
63,953
64,1008
63,984
62,961
61,968
60,910
51,774
49,735
48,702
40,538
43,605
54,806
55,818
56,834
66,1005
66,1006
68,1096
67,1080
60,912
67,1026
68,1077
67,1048
66,1022
65,997
64,977
56,863
58,894
57,874
56,862
55,837
54,824
48,716
49,725
49,689
49,723
59,922
60,911
69,1034
70,1003
71,1099
70,1083
61,916
72,1088
71,1039
62,851
73,1095
74,1117
73,1095
64,946
96,1633
95,1683
94,1658
93,1574
92,1619
91,1648
90,1644
89,1609
88,1622
87,1586
86,1564
85,1529
84,1493
83,1512
82,1538
81,1466
80,1428
79,1393
78,1314
77,1290
76,1262
75,1256
74,1230
73,1188
72,1126
65,982
64,960
63,945
62,926
61,904
60,907
59,891
53,757
55,812
54,794
52,768
51,728
45,617
48,694
49,691
55,804
56,821
57,808
58,800
65,1034
67,986
67,1113
66,1048
58,900
68,1050
70,1027
69,1132
68,1108
66,1083
65,1074
63,1028
62,965
61,947
60,934
54,831
55,816
54,850
56,874
58,921
59,881
59,916
57,892
50,750
71,1175
70,1162
69,1151
68,1136
67,1107
66,1089
65,1058
64,1037
63,1005
62,995
61,918
60,893
59,891
53,778
54,819
53,786
48,674
55,843
54,831
53,809
51,761
50,733
49,717
48,701
47,693
46,690
45,667
44,640
42,602
41,579
40,567
37,496
36,488
38,495
40,558
41,586
42,583
42,584
43,641
44,641
45,581
45,618
47,673
48,696
55,843
54,808
48,727
57,846
58,843
59,829
59,848
59,848
61,950
62,911
60,1002
59,968
57,928
55,859
47,720
50,729
51,776
50,747
42,598
72,1127
71,1103
62,964
73,1255
72,1286
71,1306
70,1281
69,1253
68,1212
67,1198
66,1164
64,1108
63,1081
62,1087
61,998
60,962
54,855
53,832
48,756
47,728
46,702
45,676
39,557
40,561
42,607
55,819
55,838
57,872
56,862
55,835
54,794
48,695
49,714
50,743
59,857
60,987
59,967
58,922
52,798
52,811
60,964
59,943
57,908
52,718
52,694
60,898
61,953
62,969
63,1065
62,1012
61,990
60,968
59,949
58,915
56,856
55,849
54,836
53,814
52,790
47,677
47,698
47,692
49,731
51,683
51,685
52,763
53,737
53,764
54,800
63,1083
62,1057
61,1037
59,974
52,835
53,871
52,838
44,622
54,827
74,1215
73,1189
72,1170
71,1152
70,1132
69,1100
61,956
63,915
64,1005
65,1045
64,1019
63,976
56,795
57,858
66,1089
65,1064
64,1051
63,1037
62,1021
61,996
60,969
53,806
55,860
56,890
56,876
57,805
57,886
74,1147
75,1111
76,1267
75,1244
74,1167
66,1024
67,1029
77,1249
78,1246
77,1228
76,1219
75,1220
74,1218
73,1193
72,1172
71,1139
69,1101
63,945
64,994
64,1026
63,1004
62,960
55,810
56,785
65,987
64,994
65,1009
67,1013
66,1052
79,1275
78,1262
77,1256
68,1066
69,1068
80,1303
79,1302
78,1251
77,1231
76,1238
75,1223
74,1201
73,1185
72,1183
71,1159
70,1126
69,1087
68,1103
67,1082
66,1057
65,1037
59,966
58,941
57,915
56,871
50,735
51,761
51,790
59,918
60,915
61,839
62,946
63,1022
62,960
53,831
63,974
62,951
61,933
60,923
59,902
58,894
52,780
51,760
53,773
54,818
53,797
44,661
55,812
65,1070
65,1062
64,984
57,869
66,1052
66,1059
65,1034
64,1004
63,980
53,799
56,822
57,877
67,945
68,1044
69,1087
68,1063
67,1040
66,1014
65,996
55,838
58,839
57,849
57,853
70,1071
80,1379
79,1338
78,1318
77,1323
76,1274
66,1058
68,1109
67,1078
66,1050
65,1030
64,992
57,814
57,837
58,825
58,872
69,1061
70,1138
69,1109
68,1086
59,914
60,926
59,908
58,881
57,853
49,655
50,719
50,713
82,1334
83,1380
84,1436
83,1371
74,1158
84,1300
85,1403
84,1381
83,1316
74,1079
75,1186
97,1516
96,1485
95,1468
94,1464
93,1447
92,1445
91,1419
90,1352
81,1245
82,1243
81,1231
80,1236
79,1169
70,1028
71,1072
72,1105
71,1075
62,903
83,1280
84,1350
83,1316
82,1310
81,1275
80,1249
79,1226
78,1221
77,1203
76,1195
75,1214
74,1205
73,1194
72,1187
71,1183
70,1224
69,1217
68,1205
67,1196
66,1159
65,1133
64,1111
63,1088
62,1049
61,1007
60,983
59,951
54,808
53,779
55,827
55,808
57,847
58,876
59,966
58,936
57,910
56,884
55,843
54,797
47,666
50,701
49,636
51,737
52,756
60,930
59,917
58,917
57,892
51,775
52,714
53,784
59,949
61,888
62,954
63,882
63,1013
64,1021
64,1003
66,983
66,1030
68,1077
68,1069
67,1072
66,1052
65,1032
58,879
57,901
58,828
69,999
70,1099
69,1075
68,1057
59,869
59,887
58,866
57,838
49,690
49,685
71,1041
72,1057
73,1139
74,1057
73,1042
72,1031
71,1014
62,841
63,890
64,916
84,1439
83,1276
74,1130
85,1284
86,1286
85,1255
75,1113
98,1741
97,1712
96,1720
95,1688
94,1651
93,1546
92,1507
91,1534
90,1496
89,1476
88,1444
87,1439
86,1416
85,1392
84,1368
75,1156
76,1186
75,1152
67,1058
77,1203
78,1260
77,1239
68,1080
67,1060
66,1048
57,872
58,893
79,1296
80,1385
79,1360
78,1340
77,1323
76,1298
75,1318
74,1253
66,1064
66,1063
67,1089
67,1032
69,1046
70,1060
81,1340
82,1199
82,1253
83,1308
82,1281
81,1295
80,1290
79,1236
78,1219
77,1176
76,1155
75,1193
74,1176
73,1162
72,1159
71,1129
70,1118
69,1169
68,1152
67,1098
65,1055
64,1049
63,1019
62,1005
61,967
55,829
56,865
55,846
54,825
53,809
48,690
49,692
48,703
57,860
58,867
59,884
58,838
52,727
60,907
59,892
62,1049
61,1025
60,989
59,939
52,820
52,763
54,839
63,974
64,1003
64,1087
63,1080
61,1038
60,994
59,953
58,932
57,900
56,873
50,760
51,754
52,767
52,802
53,870
52,814
46,702
55,812
56,854
66,994
67,925
67,1045
66,1037
65,1001
64,978
63,973
56,805
57,830
58,808
59,890
58,825
51,654
68,1054
67,1042
65,1061
64,1021
63,996
62,970
54,834
56,842
57,858
59,833
59,940
58,906
51,740
69,1083
69,1069
68,1111
67,1090
66,1065
65,1040
64,1012
63,997
62,968
61,951
60,939
59,929
58,889
52,791
52,795
54,842
53,832
52,818
51,796
50,777
49,746
43,637
45,655
46,679
46,700
55,837
55,855
54,834
53,820
52,803
51,799
50,775
49,748
47,714
46,686
41,601
42,552
44,627
45,625
46,641
47,682
46,677
47,686
57,850
58,901
57,882
56,870
55,843
54,827
53,814
52,782
51,768
50,750
49,728
43,603
45,625
46,665
47,682
46,689
47,661
48,686
48,707
50,740
58,889
58,895
57,871
49,724
60,865
70,1049
69,1010
68,992
67,970
66,949
58,803
59,888
60,863
60,885
71,1137
72,1188
70,1143
69,1130
68,1106
59,902
61,967
62,917
72,1155
71,1101
70,1103
69,1079
68,1059
67,1032
66,1011
65,987
63,945
56,785
58,859
59,871
58,830
49,701
57,882
55,850
54,799
47,701
48,711
60,906
61,896
59,870
62,968
61,927
51,712
84,1209
85,1318
86,1170
87,1388
99,1474
99,1750
98,1739
97,1736
96,1766
95,1745
94,1721
93,1695
92,1659
91,1645
90,1470
89,1424
88,1374
79,1203
79,1285
81,1389
80,1365
79,1339
78,1296
69,1087
68,1071
67,1055
66,1013
65,1008
64,984
57,852
58,828
58,783
59,882
57,899
70,1016
69,1132
68,1112
67,1061
66,1042
65,997
56,850
58,821
58,874
59,814
82,1288
82,1259
83,1321
82,1287
81,1266
80,1220
71,1051
72,1033
73,1192
72,1171
71,1145
70,1141
69,1107
68,1068
67,1054
66,1052
65,1017
64,971
63,947
62,929
60,884
59,870
58,850
56,825
49,670
50,693
52,758
53,767
54,821
55,808
57,856
56,834
48,671
57,877
56,822
48,687
57,853
58,881
60,899
61,941
62,884
62,968
60,911
59,879
51,752
50,726
40,519
53,742
63,900
84,1377
83,1310
73,1108
85,1299
86,1384
85,1368
84,1355
83,1350
82,1336
81,1319
80,1317
79,1284
78,1267
77,1274
76,1235
75,1198
74,1164
66,984
67,1005
67,1026
68,1027
69,1071
68,1056
59,866
70,1126
69,1102
68,1076
67,1013
59,820
58,805
60,870
71,1093
71,1154
70,1135
69,1107
68,1084
67,1019
59,800
59,884
60,913
61,972
60,948
59,921
58,911
57,911
56,889
55,860
48,689
49,709
48,671
50,780
51,761
51,760
73,1208
72,1197
71,1164
62,918
63,996
73,1144
74,1105
75,1136
87,1488
86,1461
85,1418
84,1402
83,1364
82,1362
81,1345
80,1328
79,1336
78,1314
77,1269
76,1231
75,1173
65,1032
64,1011
63,972
62,961
61,928
60,884
52,783
53,788
54,794
56,782
56,852
55,830
54,816
53,799
52,768
45,650
46,662
46,698
47,683
67,1061
68,1117
68,981
70,1025
71,1123
72,1110
71,1070
61,908
72,1094
74,1164
73,1157
71,1127
70,1105
69,1079
68,1055
60,875
61,942
60,921
59,903
58,889
50,720
51,728
51,758
61,907
63,922
64,895
75,1134
75,1180
74,1163
73,1150
64,936
65,947
75,1222
74,1199
73,1160
64,982
65,1004
88,1346
100,1595
101,1596
100,1542
99,1514
98,1505
97,1509
96,1498
95,1536
94,1520
93,1595
92,1544
91,1522
90,1468
89,1485
88,1459
87,1434
86,1413
85,1405
84,1379
83,1362
82,1308
81,1318
80,1292
79,1278
78,1253
77,1238
76,1221
75,1237
74,1183
73,1145
72,1103
65,903
65,992
67,1044
66,1017
65,962
58,811
59,891
68,1072
69,1043
69,1081
70,1112
69,1083
68,1056
67,1027
66,1011
65,1004
64,980
63,960
62,946
61,929
60,903
59,873
58,846
53,754
53,762
53,762
55,804
56,804
57,836
56,865
55,855
54,829
48,710
48,702
58,823
59,880
60,852
60,927
59,909
58,897
57,844
50,738
51,777
52,785
61,933
60,916
53,762
71,1146
70,1123
69,1102
68,1073
67,1045
66,984
58,861
60,880
61,921
60,886
52,736
61,912
62,927
72,1071
73,1120
72,1076
71,1044
70,1009
62,864
62,928
64,882
74,1096
74,1083
75,1093
76,1160
77,1139
78,1163
79,1269
78,1209
69,957
80,1178
80,1181
81,1235
82,1242
83,1327
82,1305
81,1292
80,1287
79,1259
78,1224
77,1205
76,1153
75,1144
74,1130
73,1116
65,958
66,907
66,958
67,1021
68,985
69,1042
68,1017
59,908
70,946
71,1141
70,1120
68,1086
67,1064
66,1081
65,1056
64,1023
63,1002
62,971
61,958
60,931
59,918
58,880
57,884
50,748
50,710
52,752
51,721
43,593
51,725
54,743
54,803
55,809
54,801
53,786
45,651
46,625
56,825
57,874
58,836
56,805
59,863
61,979
59,963
58,908
57,882
56,864
55,846
54,810
47,697
46,634
48,663
49,710
50,690
50,690
71,1098
72,1102
84,1286
85,1284
86,1287
87,1307
88,1342
88,1350
89,1398
88,1370
87,1359
86,1332
85,1303
84,1290
83,1306
82,1297
81,1294
80,1229
70,1082
72,1047
73,1096
73,1096
74,1045
75,1123
74,1109
73,1108
72,1081
71,1044
62,888
62,934
63,914
64,965
76,1094
77,1213
76,1191
66,970
78,1182
77,1164
67,942
102,1664
103,1776
102,1757
101,1764
100,1681
99,1654
98,1602
97,1573
96,1533
95,1504
94,1473
93,1430
92,1445
91,1429
90,1403
89,1395
88,1421
87,1445
86,1440
85,1395
84,1370
83,1507
82,1491
81,1485
80,1461
79,1424
78,1290
71,1133
71,1151
72,1226
71,1212
70,1174
69,1152
68,1106
67,1091
66,1040
60,905
60,913
62,975
62,935
63,1006
62,975
61,954
60,943
59,916
58,887
57,857
51,757
52,776
51,763
50,749
44,635
45,615
53,807
52,789
46,658
54,835
53,800
51,764
45,641
45,669
55,848
55,876
54,854
53,826
45,677
48,719
63,1003
62,993
61,964
60,939
59,942
58,931
57,911
51,776
52,786
53,743
53,788
54,832
54,825
73,1165
72,1162
71,1095
64,953
64,974
74,1163
75,1203
74,1184
66,1019
76,1236
75,1209
74,1212
73,1214
72,1215
71,1188
63,1026
65,1025
64,1000
63,976
62,943
61,917
60,913
59,889
58,866
52,795
52,765
53,744
55,803
55,826
56,853
56,844
65,1036
64,1011
57,858
56,872
50,719
66,1044
65,1002
64,988
63,948
56,862
58,889
59,875
67,1116
66,1094
65,1074
64,1065
63,1059
62,1046
61,1012
60,953
54,818
55,874
54,854
52,791
46,664
48,706
55,871
55,826
57,898
56,881
55,833
54,808
53,789
52,783
51,764
50,738
49,720
44,585
44,649
46,687
45,665
44,643
38,494
40,534
46,670
47,705
48,687
48,722
49,735
58,909
57,885
56,876
55,872
54,841
53,817
52,799
51,783
50,757
48,736
47,710
46,686
42,619
41,591
42,631
42,603
44,638
45,652
46,644
47,702
48,713
49,737
50,776
58,872
57,869
50,708
77,1191
77,1203
78,1298
77,1251
69,1091
79,1390
78,1372
77,1326
76,1294
75,1309
74,1278
73,1260
72,1198
71,1159
70,1108
69,1081
68,1030
61,953
60,921
53,770
62,919
62,975
64,999
63,988
62,949
61,907
60,897
59,864
53,734
52,756
54,789
55,795
56,823
64,994
66,1060
66,1040
67,1041
68,1145
67,1126
66,1087
65,1014
64,978
63,934
62,930
61,898
60,876
59,857
58,816
52,755
51,734
50,714
43,606
45,621
53,743
52,748
54,787
53,758
45,613
55,758
54,731
47,628
56,811
55,788
48,668
57,873
57,853
58,877
57,846
50,698
59,862
69,1119
68,1095
60,872
69,1089
80,1166
81,1192
82,1260
81,1247
72,1137
82,1309
83,1371
82,1270
73,1147
72,1123
71,1123
70,1113
69,1125
68,1121
67,1118
66,1113
65,1085
64,1079
63,1057
62,1048
61,1004
59,980
58,950
57,940
56,930
50,781
51,771
52,806
51,789
45,673
54,811
55,817
54,784
55,833
57,881
56,873
49,706
57,888
58,870
59,913
59,858
60,918
61,912
62,888
62,1008
61,981
60,978
59,947
58,920
57,831
50,731
49,725
51,738
50,697
52,735
84,1182
85,1285
86,1311
85,1290
84,1282
83,1250
82,1240
81,1186
72,1051
71,1024
62,907
73,1068
73,1150
72,1166
71,1141
70,1080
61,908
62,827
63,871
74,1024
75,1230
74,1189
73,1162
72,1122
71,1105
70,1054
60,798
61,886
63,921
64,946
64,986
87,1276
88,1367
88,1430
87,1451
86,1369
76,1125
75,1084
65,947
77,1232
76,1192
66,976
89,1477
88,1470
87,1425
86,1383
76,1297
75,1235
66,1060
65,1032
56,832
77,1169
78,1117
90,1487
89,1449
88,1410
87,1405
86,1385
85,1380
84,1403
83,1349
82,1332
81,1312
80,1288
71,1076
72,1053
73,1117
72,1101
63,930
74,1265
73,1196
72,1184
71,1152
70,1127
69,1097
68,1042
60,829
61,963
60,942
59,905
58,881
57,856
56,839
55,808
49,693
49,718
50,695
51,746
52,763
53,819
62,932
62,926
63,902
63,969
62,953
61,926
52,740
53,730
75,1182
76,1202
76,1167
75,1159
65,966
77,1298
76,1213
66,1000
65,1011
63,971
54,760
56,808
78,1308
77,1269
76,1239
75,1219
74,1207
73,1178
72,1135
64,993
64,1002
63,969
55,824
65,1000
66,983
65,986
67,994
79,1229
91,1421
90,1413
89,1408
88,1373
87,1362
86,1346
85,1341
84,1337
83,1307
82,1288
81,1286
80,1299
79,1445
78,1428
77,1402
76,1400
75,1346
74,1312
73,1299
72,1325
71,1320
70,1288
69,1230
68,1230
67,1154
66,1167
65,1165
64,1111
63,1098
62,1066
61,1012
60,983
59,953
58,906
53,788
53,797
55,806
55,793
56,889
57,903
58,865
59,925
58,885
52,748
60,969
61,959
61,939
62,972
63,1042
64,1033
63,1051
62,1028
61,1009
60,976
59,915
53,774
54,817
55,856
54,819
48,714
55,810
56,872
55,851
54,825
53,795
51,714
46,585
47,640
47,668
49,710
65,1015
66,1035
65,1035
64,1034
63,1007
56,890
57,854
57,886
67,1007
67,1057
66,1028
65,1010
64,958
56,822
58,884
59,883
68,1226
67,1185
66,1167
65,1146
64,1114
63,1121
62,1047
61,993
60,962
59,952
58,930
53,799
53,782
53,818
52,798
51,775
50,719
43,592
45,643
47,675
55,822
56,806
56,877
57,867
58,812
59,923
60,889
69,1085
70,1151
71,1036
71,1145
70,1138
69,1091
68,1063
67,1039
66,1048
65,1034
58,893
58,888
57,864
50,720
59,905
60,831
61,937
62,961
72,1078
73,1087
73,1207
74,1178
75,1191
74,1209
73,1198
72,1191
71,1178
70,1165
69,1140
68,1126
67,1084
66,1052
65,1034
64,1013
63,999
62,981
61,962
60,973
59,948
58,904
57,881
56,837
55,822
54,796
53,769
47,689
49,716
48,707
51,764
50,736
44,627
49,710
47,677
46,644
38,518
42,591
51,745
53,771
53,792
55,814
55,813
56,839
57,809
58,899
59,839
59,889
58,874
57,847
50,705
51,753
59,851
61,897
62,965
61,975
60,953
59,930
58,919
57,902
56,853
49,732
51,744
51,693
51,751
52,744
53,726
63,963
63,946
64,894
65,988
75,1248
74,1197
73,1137
64,978
64,987
77,1191
78,1129
79,1129
79,1287
78,1243
68,1004
115,1837
114,1913
113,1943
112,1952
111,1938
110,1974
109,1884
108,1885
107,1862
106,1837
105,1870
104,1827
103,1768
102,1816
101,1743
100,1654
99,1655
98,1664
97,1647
96,1692
95,1625
94,1635
93,1667
92,1633
91,1610
90,1601
89,1540
88,1523
87,1550
86,1540
85,1524
84,1495
83,1467
82,1436
81,1365
80,1281
73,1143
74,1155
75,1146
75,1225
74,1199
73,1178
72,1160
71,1134
70,1083
64,970
64,989
63,986
62,967
61,942
60,921
59,912
58,884
57,859
56,853
55,836
54,810
53,789
51,755
49,729
48,708
47,693
46,665
44,624
43,602
41,565
38,502
40,545
38,513
36,480
33,422
36,471
41,550
40,579
42,564
42,596
44,603
48,665
49,666
46,654
50,705
49,745
50,760
52,752
53,710
53,758
55,812
56,784
56,829
65,1010
64,966
63,950
62,954
61,938
60,897
59,848
58,826
57,812
56,793
55,783
49,677
50,710
52,660
52,698
53,724
54,784
53,769
51,734
50,713
48,673
43,558
44,595
47,612
45,612
55,759
54,696
47,611
55,730
57,737
58,881
57,830
50,694
66,1091
65,1108
64,1080
63,1060
62,1030
61,998
60,929
58,895
57,879
56,865
55,839
54,816
53,785
51,744
50,727
49,706
48,697
47,680
46,667
44,645
42,588
42,591
41,571
40,549
37,490
35,451
31,391
35,438
35,483
37,513
44,616
42,592
44,615
46,632
48,619
48,692
47,678
46,660
41,553
43,595
49,687
49,709
50,725
50,717
49,699
48,672
47,663
45,629
43,594
41,558
37,502
40,521
41,555
40,538
34,425
41,557
43,599
44,602
53,746
54,787
55,833
54,804
53,786
52,767
51,747
50,725
45,610
45,628
44,614
43,594
37,486
39,525
44,638
42,597
41,573
35,454
37,504
47,689
46,667
45,628
39,528
41,556
47,688
56,784
57,905
56,886
55,863
54,836
52,786
51,755
50,740
49,703
44,616
43,576
45,578
47,633
47,599
48,689
50,718
57,906
56,880
55,846
54,777
52,739
51,722
45,595
47,595
48,663
48,640
50,693
58,858
57,840
56,825
55,801
48,680
50,704
50,694
49,679
43,577
67,1050
66,1025
65,995
64,969
63,941
62,909
56,759
57,824
56,799
55,776
54,758
53,735
51,699
49,667
48,647
47,638
45,616
44,596
43,577
41,557
40,543
38,503
36,472
33,429
30,376
33,408
36,472
34,442
32,413
36,470
39,501
38,495
39,533
42,546
39,528
43,589
44,606
41,566
37,469
46,593
46,584
48,618
49,691
47,655
45,621
43,587
41,553
40,541
39,524
34,427
36,460
36,479
34,438
30,370
36,477
39,486
42,528
50,665
57,849
56,832
55,808
54,784
53,762
52,760
51,743
50,707
45,620
43,626
45,620
47,657
48,640
48,645
50,709
58,792
58,886
57,871
56,846
55,822
54,791
53,767
52,752
51,731
50,716
49,698
48,643
42,560
44,579
45,650
43,585
38,502
46,670
45,621
39,521
45,628
47,626
48,679
47,659
46,632
40,540
38,526
49,688
49,723
48,662
47,650
46,632
45,612
44,601
42,573
39,513
35,439
38,468
38,484
39,537
40,506
41,509
41,554
49,725
48,703
47,657
46,630
45,623
44,611
41,570
38,523
33,431
39,506
39,498
38,492
40,524
40,533
42,570
76,1277
75,1251
74,1219
73,1203
72,1180
71,1192
70,1154
69,1143
68,1116
67,1093
65,1043
64,1017
63,970
62,943
61,901
60,889
59,856
54,794
55,758
55,820
56,832
55,795
54,777
53,750
52,738
51,729
50,700
44,630
45,611
47,622
46,636
40,532
48,679
49,714
50,716
49,694
48,669
47,663
41,566
43,590
44,579
57,774
58,859
57,858
56,836
55,820
54,796
53,758
52,733
46,652
48,634
48,678
49,715
51,714
51,669
60,832
59,805
53,673
61,853
61,918
60,895
